make,price,year,kilometer,fuel type,transmission,color,owner,seller type,engine,seating capacity,fuel tank capacity
Maruti Suzuki,745000,2018,36000,Diesel,Manual,White,First,Individual,1248.0,5.0,48.0
Hyundai,551000,2021,19000,Petrol,Manual,White,First,Individual,1086.0,5.0,35.0
Mercedes-Benz,5950000,2019,10000,Diesel,Automatic,White,First,Individual,1950.0,5.0,80.0
Land Rover,22000000,2019,35000,Diesel,Automatic,Blue,First,Individual,2993.0,5.0,105.0
MINI,3300000,2019,6400,Diesel,Automatic,Red,First,Individual,1496.0,5.0,44.0
Ford,3250000,2019,34000,Diesel,Automatic,White,First,Individual,3198.0,7.0,80.0
Renault,690000,2016,35000,Diesel,Automatic,Grey,Second,Individual,1461.0,5.0,50.0
Maruti Suzuki,894999,2019,46000,Diesel,Automatic,White,First,Individual,1248.0,5.0,48.0
Skoda,550000,2016,83000,Diesel,Manual,White,First,Individual,1598.0,5.0,55.0
Ford,399000,2013,54000,Diesel,Manual,Orange,Third,Individual,1498.0,5.0,52.0
Kia,1275000,2020,42000,Petrol,Manual,Black,First,Individual,1497.0,5.0,50.0
Maruti Suzuki,535000,2020,41441,Petrol,Manual,Silver,First,Individual,1196.0,5.0,40.0
Maruti Suzuki,825000,2018,48174,Diesel,Manual,White,First,Individual,1248.0,5.0,48.0
Ford,585000,2016,62591,Diesel,Manual,Silver,First,Individual,1498.0,5.0,52.0
Honda,675000,2017,48650,Petrol,Automatic,Brown,First,Individual,1199.0,5.0,40.0
Maruti Suzuki,795000,2017,52245,Diesel,Manual,Brown,First,Individual,1248.0,5.0,48.0
Mercedes-Benz,6500000,2021,7500,Petrol,Automatic,Black,First,Individual,1991.0,5.0,80.0
Hyundai,611000,2017,65000,Diesel,Manual,White,First,Individual,1396.0,5.0,45.0
Maruti Suzuki,390000,2015,43297,Petrol,Manual,Red,First,Individual,998.0,5.0,35.0
Maruti Suzuki,650000,2019,44710,Petrol,Manual,White,First,Individual,1197.0,5.0,42.0
Renault,390000,2013,62000,Diesel,Manual,Silver,First,Individual,1461.0,5.0,67.0
Audi,2400000,2017,59267,Diesel,Automatic,Silver,First,Individual,1968.0,5.0,54.0
Maruti Suzuki,385000,2011,69000,Petrol,Manual,Silver,First,Individual,1197.0,5.0,42.0
Maruti Suzuki,450000,2017,75000,Petrol,Manual,White,First,Commercial Registration,1197.0,5.0,42.0
Hyundai,649000,2020,52236,Petrol,Manual,Silver,First,Individual,1197.0,5.0,43.0
Skoda,3499000,2020,47000,Diesel,Automatic,White,First,Individual,1692.5755432036383,7.0,63.0
Audi,2900000,2019,15530,Diesel,Automatic,White,First,Individual,1968.0,5.0,50.0
Maruti Suzuki,400000,2014,64000,Diesel,Manual,White,First,Individual,1248.0,5.0,42.0
Hyundai,599000,2020,35000,Petrol,Automatic,Silver,First,Individual,1197.0,5.0,37.0
Toyota,2980000,2019,92000,Diesel,Manual,Black,First,Individual,2755.0,7.0,80.0
Audi,3500000,2018,18000,Petrol,Automatic,White,First,Individual,1395.0,5.0,54.0
Honda,400000,2016,50000,Petrol,Manual,Red,First,Individual,1199.0,5.0,40.0
Mercedes-Benz,6975000,2022,2000,Petrol,Automatic,White,First,Individual,1991.0,5.0,66.0
Audi,745000,2013,72000,Diesel,Automatic,Black,First,Individual,1692.5755432036383,5.0,52.00220966084276
Mercedes-Benz,5400000,2016,16000,Diesel,Automatic,White,First,Individual,2143.0,5.0,93.0
Mercedes-Benz,3700000,2015,103890,Diesel,Automatic,Black,Second,Individual,2987.0,7.0,100.0
Maruti Suzuki,445000,2018,71000,Petrol,Manual,White,First,Individual,998.0,5.0,35.0
Mahindra,1475000,2021,12000,Diesel,Manual,Red,First,Individual,2184.0,4.0,57.0
Toyota,2800000,2016,93000,Diesel,Automatic,White,First,Individual,2755.0,7.0,80.0
Hyundai,190000,2013,63000,Petrol,Manual,White,Second,Individual,814.0,5.0,32.0
Maruti Suzuki,600000,2020,10000,Petrol,Manual,White,First,Individual,1197.0,5.0,42.0
Kia,1835000,2020,33828,Diesel,Automatic,White,First,Individual,1493.0,5.0,50.0
Maruti Suzuki,550000,2019,48000,CNG,Manual,Silver,First,Individual,998.0,5.0,60.0
Maruti Suzuki,715000,2017,71000,Diesel,Manual,Red,First,Individual,1248.0,5.0,48.0
Mahindra,2540000,2022,18000,Diesel,Automatic,White,First,Individual,2184.0,7.0,60.0
Maruti Suzuki,525000,2019,50000,CNG,Manual,Grey,First,Individual,998.0,5.0,60.0
Hyundai,425000,2015,48000,Petrol,Manual,Silver,First,Individual,1197.0,5.0,43.0
Hyundai,795000,2022,4000,Petrol,Automatic,White,First,Individual,1197.0,5.0,37.0
Honda,269000,2010,73000,Petrol,Manual,Silver,Second,Individual,1497.0,5.0,42.0
Toyota,1450000,2013,170669,Diesel,Automatic,White,First,Individual,2982.0,7.0,80.0
Hyundai,565000,2014,68000,Diesel,Manual,White,First,Individual,1582.0,5.0,43.0
BMW,2550000,2015,70000,Diesel,Automatic,Blue,Second,Individual,1995.0,5.0,65.0
Hyundai,529000,2015,57654,Petrol,Manual,White,First,Individual,1197.0,5.0,45.0
Maruti Suzuki,400000,2019,22000,Petrol,Manual,White,First,Individual,998.0,5.0,35.0
Volkswagen,360000,2012,80000,Diesel,Manual,White,Second,Individual,1692.5755432036383,5.0,52.00220966084276
Maruti Suzuki,975000,2019,41792,Petrol,Manual,Blue,First,Individual,1462.0,6.0,45.0
BMW,2600000,2017,41000,Diesel,Automatic,Blue,First,Individual,1995.0,5.0,51.0
Mercedes-Benz,2390000,2013,107021,Diesel,Automatic,White,Second,Individual,2987.0,7.0,100.0
Kia,1550000,2019,17000,Petrol,Manual,White,First,Individual,1353.0,5.0,50.0
Maruti Suzuki,430000,2019,57993,Petrol,Automatic,White,First,Individual,998.0,5.0,35.0
Tata,1275000,2021,18000,Electric,Automatic,Grey,First,Individual,1692.5755432036383,5.0,52.00220966084276
Maruti Suzuki,600000,2018,32000,Petrol,Manual,Silver,First,Individual,1197.0,5.0,37.0
Toyota,1650000,2018,25914,Petrol,Automatic,Brown,First,Corporate,1798.0,5.0,55.0
Jaguar,3350000,2014,49235,Diesel,Automatic,Purple,First,Individual,1692.5755432036383,5.0,52.00220966084276
Audi,9400000,2022,4500,Petrol,Automatic,Black,First,Individual,2995.0,7.0,85.0
Maruti Suzuki,250000,2014,114000,Petrol,Manual,White,Second,Individual,998.0,5.0,35.0
Mahindra,994999,2016,105000,Diesel,Automatic,Grey,Second,Individual,2179.0,7.0,70.0
Maruti Suzuki,675000,2016,45000,Diesel,Manual,Red,First,Individual,1248.0,5.0,48.0
Maruti Suzuki,455000,2014,30183,Petrol,Manual,Grey,First,Individual,1197.0,5.0,42.0
Volkswagen,375000,2012,78000,Diesel,Manual,Grey,Third,Individual,1692.5755432036383,5.0,52.00220966084276
Maruti Suzuki,345000,2016,73190,Petrol,Manual,Grey,Second,Individual,998.0,5.0,35.0
BMW,4700000,2022,13120,Petrol,Automatic,White,First,Individual,1998.0,5.0,51.0
Hyundai,700000,2014,64000,Petrol,Manual,White,First,Individual,1797.0,5.0,56.0
Honda,499000,2014,140000,Diesel,Manual,White,First,Individual,1498.0,5.0,40.0
Maruti Suzuki,590000,2015,39000,Petrol,Manual,White,First,Individual,1373.0,5.0,43.0
Nissan,490000,2014,56918,Petrol,Automatic,Blue,Second,Individual,1198.0,5.0,41.0
Maruti Suzuki,695000,2018,55000,Diesel,Automatic,Grey,First,Individual,1248.0,5.0,37.0
Hyundai,1025000,2019,42000,Diesel,Manual,Silver,First,Individual,1396.0,5.0,45.0
Volkswagen,3375000,2021,25000,Petrol,Automatic,Silver,First,Individual,1984.0,7.0,60.0
Toyota,2250000,2019,28000,Diesel,Manual,Maroon,First,Individual,2393.0,8.0,55.0
Mercedes-Benz,2650000,2018,43000,Diesel,Automatic,Grey,Second,Individual,2143.0,5.0,50.0
Maruti Suzuki,715000,2021,16000,Petrol,Manual,Grey,First,Individual,1197.0,5.0,37.0
Hyundai,1200000,2019,27657,Diesel,Automatic,Grey,Second,Individual,1582.0,5.0,55.0
Hyundai,275000,2012,30000,Petrol,Manual,White,First,Individual,998.0,5.0,32.0
Honda,445000,2012,111000,Petrol,Manual,Red,First,Individual,1497.0,5.0,42.0
Mercedes-Benz,1850000,2016,37600,Diesel,Automatic,Red,First,Individual,2143.0,4.0,50.0
Maruti Suzuki,665000,2017,48000,Diesel,Manual,Blue,First,Individual,1248.0,5.0,37.0
Hyundai,1090000,2019,37000,Diesel,Manual,Blue,First,Individual,1396.0,5.0,55.0
Mercedes-Benz,5500000,2015,54000,Diesel,Automatic,White,First,Individual,2987.0,5.0,70.0
Audi,2400000,2017,81802,Diesel,Automatic,Blue,Second,Individual,1968.0,5.0,75.0
Hyundai,1085000,2018,45915,Diesel,Automatic,Black,First,Individual,1582.0,5.0,45.0
Hyundai,2140000,2021,24000,Petrol,Automatic,Grey,First,Individual,1999.0,6.0,50.0
Honda,795000,2019,22224,Petrol,Automatic,Grey,First,Individual,1199.0,5.0,35.0
Maruti Suzuki,1080000,2021,38000,CNG,Manual,White,First,Individual,1373.0,7.0,45.0
Honda,628000,2018,53848,Petrol,Manual,Maroon,First,Individual,1199.0,5.0,35.0
BMW,1550000,2013,104264,Diesel,Automatic,Red,Second,Individual,1995.0,5.0,57.0
Mercedes-Benz,2400000,2016,61159,Petrol,Automatic,Black,Second,Individual,1991.0,5.0,80.0
Honda,595000,2015,72000,Petrol,Manual,Brown,First,Individual,1497.0,5.0,40.0
Land Rover,3450000,2016,29000,Diesel,Automatic,Blue,First,Individual,2179.0,5.0,57.0
Honda,819999,2018,42000,Petrol,Manual,Maroon,First,Individual,1199.0,5.0,40.0
Audi,1490000,2012,40000,Diesel,Automatic,Black,First,Individual,1968.0,5.0,75.0
Mahindra,950000,2020,57400,Diesel,Manual,White,First,Individual,1497.0,5.0,42.0
Jaguar,3750000,2019,13500,Diesel,Automatic,Silver,Second,Individual,1999.0,5.0,66.0
Mercedes-Benz,4950000,2021,12400,Petrol,Automatic,Blue,First,Individual,1991.0,5.0,66.0
Jeep,2950000,2021,38000,Diesel,Automatic,White,First,Individual,1956.0,5.0,60.0
MG,1625000,2019,7000,Petrol,Automatic,Red,First,Individual,1451.0,5.0,60.0
Toyota,1290000,2012,121000,Diesel,Manual,Gold,Second,Individual,2982.0,7.0,80.0
Toyota,625000,2015,76000,Diesel,Manual,White,First,Individual,1364.0,5.0,45.0
Mahindra,1490000,2018,50000,Diesel,Manual,Maroon,First,Individual,2179.0,7.0,70.0
Hyundai,325000,2013,46721,Petrol,Automatic,Silver,Second,Individual,1197.0,5.0,35.0
Mahindra,1190000,2017,41470,Diesel,Automatic,Black,First,Individual,2179.0,7.0,70.0
Mahindra,625000,2013,170000,Diesel,Manual,White,Third,Individual,2179.0,8.0,60.0
Land Rover,5375000,2014,80000,Diesel,Automatic,White,Second,Individual,2993.0,5.0,77.0
Honda,1138000,2018,6000,Petrol,Automatic,Silver,First,Corporate,1497.0,5.0,40.0
Audi,4250000,2021,17000,Petrol,Automatic,White,First,Individual,1798.0,5.0,63.0
Honda,365000,2014,31000,Petrol,Manual,White,First,Individual,1198.0,5.0,35.0
Chevrolet,475000,2014,73265,Diesel,Automatic,White,Second,Individual,1998.0,5.0,60.0
Hyundai,1225000,2019,47000,Diesel,Manual,White,First,Individual,1582.0,5.0,55.0
Maruti Suzuki,725000,2017,42000,Diesel,Manual,White,First,Individual,1248.0,7.0,45.0
Mercedes-Benz,2450000,2017,25000,Diesel,Automatic,White,Second,Individual,2143.0,5.0,50.0
Hyundai,225000,2009,140000,Diesel,Manual,Silver,Third,Individual,1991.0,5.0,70.0
Maruti Suzuki,695000,2018,68818,Petrol,Automatic,Silver,First,Individual,1197.0,5.0,37.0
Toyota,2200000,2018,57000,Diesel,Automatic,Grey,First,Individual,2755.0,7.0,55.0
Honda,950000,2020,39000,Diesel,Automatic,White,First,Individual,1498.0,5.0,35.0
Toyota,2598000,2022,12050,Petrol,Automatic,Black,First,Individual,2694.0,7.0,65.0
Honda,585000,2017,24100,Petrol,Manual,Silver,First,Individual,1199.0,5.0,40.0
Ford,434999,2017,23000,Petrol,Manual,White,First,Individual,1196.0,5.0,42.0
Maruti Suzuki,295000,2009,185000,Diesel,Manual,Grey,First,Individual,1248.0,5.0,43.0
Maruti Suzuki,910000,2019,76000,Diesel,Manual,White,First,Individual,1498.0,5.0,43.0
Maruti Suzuki,565000,2020,47000,Petrol,Manual,White,First,Individual,998.0,5.0,35.0
Toyota,1050000,2021,1910,Petrol,Automatic,White,First,Individual,1462.0,5.0,48.0
Hyundai,990000,2019,23000,Diesel,Manual,Orange,First,Individual,1396.0,5.0,60.0
Audi,2590000,2020,36978,Diesel,Automatic,Blue,Second,Individual,1968.0,5.0,50.0
Mahindra,1000000,2016,33000,Diesel,Manual,White,First,Individual,2179.0,7.0,70.0
Hyundai,254999,2012,18954,Petrol,Manual,White,First,Individual,1086.0,5.0,35.0
Hyundai,598000,2015,58200,Petrol,Automatic,Silver,First,Individual,1591.0,5.0,43.0
Mahindra,850000,2018,83000,Diesel,Manual,White,First,Individual,1493.0,7.0,52.00220966084276
Hyundai,560000,2016,80000,Diesel,Manual,White,Second,Individual,1396.0,5.0,40.0
Audi,975000,2011,75000,Diesel,Automatic,Silver,First,Individual,1968.0,5.0,63.0
Audi,2600000,2017,64000,Diesel,Automatic,Blue,First,Individual,1968.0,5.0,50.0
Skoda,745000,2016,117048,Diesel,Manual,Silver,First,Individual,1598.0,5.0,55.0
Hyundai,495000,2017,47000,Petrol,Manual,Silver,First,Individual,1197.0,5.0,43.0
Audi,2450000,2018,43290,Petrol,Automatic,Blue,First,Individual,1798.0,5.0,50.0
Honda,250000,2013,70000,Petrol,Manual,Grey,First,Individual,1692.5755432036383,5.0,52.00220966084276
Mercedes-Benz,2850000,2016,7000,Diesel,Automatic,White,First,Individual,2143.0,5.0,66.0
Mahindra,925000,2016,150000,Diesel,Manual,White,First,Individual,2179.0,8.0,60.0
Toyota,1075000,2013,125000,Diesel,Automatic,White,First,Individual,2982.0,7.0,80.0
Mercedes-Benz,6225000,2019,42079,Diesel,Automatic,Silver,First,Individual,2987.0,5.0,80.0
Jaguar,2650000,2015,62645,Diesel,Automatic,Bronze,First,Individual,1692.5755432036383,5.0,52.00220966084276
Audi,1500000,2014,69000,Diesel,Automatic,Blue,First,Individual,1968.0,5.0,65.0
Jaguar,2800000,2011,70662,Petrol,Automatic,Grey,Second,Individual,1692.5755432036383,5.0,52.00220966084276
Mitsubishi,625000,2011,40000,Diesel,Manual,White,Second,Individual,2835.0,5.0,92.0
Toyota,325000,2011,101347,Petrol,Manual,Red,Third,Individual,1496.0,5.0,45.0
Mahindra,1485000,2021,36700,Diesel,Manual,White,First,Individual,1497.0,8.0,45.0
Audi,1650000,2012,240000,Diesel,Automatic,White,First,Individual,2967.0,5.0,75.0
Audi,1800000,2014,76529,Diesel,Automatic,Blue,First,Individual,1968.0,5.0,50.0
Toyota,1290000,2014,85000,Diesel,Manual,Silver,Second,Individual,2494.0,7.0,55.0
Nissan,600000,2016,99000,Diesel,Manual,White,First,Individual,1461.0,5.0,50.0
Hyundai,436000,2014,37959,Petrol,Automatic,White,Second,Individual,1197.0,5.0,43.0
Toyota,4300000,2021,60000,Diesel,Automatic,White,First,Individual,2755.0,7.0,80.0
Datsun,270000,2017,27000,Petrol,Manual,Silver,First,Individual,1198.0,5.0,35.0
Chevrolet,320000,2011,75000,Diesel,Manual,Purple,Second,Individual,1991.0,5.0,60.0
Hyundai,1911000,2022,1300,Petrol,Automatic,Black,First,Individual,1353.0,5.0,50.0
BMW,8600000,2020,21696,Diesel,Automatic,Blue,First,Individual,2993.0,5.0,80.0
Mercedes-Benz,3900000,2019,33000,Diesel,Automatic,Beige,First,Individual,1950.0,5.0,66.0
Volvo,2000000,2016,6000,Diesel,Automatic,Red,First,Individual,1984.0,5.0,60.0
Hyundai,465000,2019,19000,Petrol,Automatic,Gold,First,Individual,1086.0,5.0,35.0
Honda,875000,2019,58618,Petrol,Manual,Grey,First,Individual,1497.0,5.0,40.0
MINI,3200000,2017,10500,Petrol,Automatic,Black,First,Individual,1998.0,4.0,44.0
Mahindra,850000,2019,85641,Diesel,Manual,White,First,Commercial Registration,1493.0,7.0,60.0
Renault,426999,2020,41669,Petrol,Automatic,Others,First,Individual,999.0,5.0,28.0
Mercedes-Benz,9200000,2022,10000,Diesel,Automatic,Blue,First,Individual,1950.0,5.0,93.0
Hyundai,1035000,2018,36000,Diesel,Manual,Grey,First,Individual,1582.0,5.0,60.0
Maruti Suzuki,695000,2018,31000,Petrol,Manual,Grey,First,Individual,1197.0,5.0,37.0
BMW,3675000,2020,37180,Diesel,Automatic,White,First,Individual,1995.0,5.0,63.0
Mahindra,1700000,2021,14000,Diesel,Automatic,Black,First,Individual,2184.0,4.0,57.0
Tata,449000,2018,53512,Petrol,Manual,Orange,Second,Individual,1199.0,5.0,35.0
Mercedes-Benz,5400000,2022,4600,Diesel,Automatic,White,UnRegistered Car,Individual,2148.0,5.0,66.0
MG,3950000,2021,40000,Diesel,Automatic,Silver,First,Individual,1996.0,6.0,75.0
Hyundai,565000,2015,65000,Diesel,Manual,White,Second,Individual,1396.0,5.0,45.0
BMW,3775000,2019,32963,Diesel,Automatic,Black,First,Individual,1995.0,5.0,63.0
Mercedes-Benz,1275000,2012,101000,Diesel,Automatic,Brown,Second,Individual,2143.0,5.0,80.0
Renault,375000,2018,14000,Petrol,Manual,Green,First,Individual,999.0,5.0,28.0
Maruti Suzuki,949000,2018,50500,Diesel,Manual,Blue,First,Individual,1248.0,5.0,48.0
Maruti Suzuki,775000,2019,80849,Diesel,Manual,White,First,Individual,1248.0,5.0,37.0
Audi,1800000,2014,19868,Diesel,Automatic,White,First,Individual,1968.0,5.0,65.0
Honda,825000,2016,45000,Petrol,Automatic,White,First,Individual,1497.0,5.0,40.0
Hyundai,509999,2019,30858,Petrol,Manual,Silver,First,Individual,1086.0,5.0,35.0
Mahindra,1350000,2018,56500,Diesel,Manual,Black,First,Individual,2179.0,7.0,60.0
Hyundai,650000,2020,37003,Petrol,Manual,Grey,First,Individual,1197.0,5.0,43.0
Honda,1490000,2021,11000,Diesel,Manual,White,First,Individual,1498.0,5.0,40.0
Maruti Suzuki,545000,2016,53000,Petrol,Manual,White,First,Individual,1197.0,5.0,37.0
BMW,2950000,2018,75000,Diesel,Automatic,White,First,Individual,1995.0,5.0,57.0
Mercedes-Benz,1150000,2010,120000,Diesel,Automatic,Silver,First,Individual,2987.0,5.0,80.0
Audi,1850000,2013,44087,Diesel,Automatic,White,First,Individual,1968.0,5.0,64.0
BMW,3995000,2016,39000,Diesel,Automatic,White,First,Individual,2993.0,7.0,52.00220966084276
Mercedes-Benz,1750000,2014,59000,Diesel,Automatic,Brown,First,Individual,2143.0,5.0,80.0
Audi,5500000,2017,45000,Diesel,Automatic,White,First,Individual,2967.0,7.0,75.0
Nissan,360000,2013,92000,Diesel,Manual,Grey,Second,Individual,1461.0,5.0,41.0
Ford,625000,2019,48422,Petrol,Manual,Blue,First,Individual,1497.0,5.0,52.0
BMW,4150000,2019,29000,Diesel,Automatic,Blue,First,Individual,1995.0,5.0,57.0
Mahindra,1698999,2021,37500,Diesel,Manual,Brown,First,Individual,2184.0,4.0,57.0
Maruti Suzuki,484999,2018,62000,Petrol,Manual,Silver,Second,Individual,1197.0,5.0,37.0
Audi,4250000,2020,17000,Petrol,Automatic,White,First,Individual,1395.0,5.0,54.0
Maruti Suzuki,800000,2017,76642,CNG,Manual,Silver,First,Individual,1373.0,7.0,45.0
Hyundai,1275000,2019,44000,Petrol,Manual,Grey,First,Individual,1591.0,5.0,55.0
Porsche,9500000,2018,20000,Petrol,Automatic,Yellow,First,Individual,1988.0,2.0,54.0
BMW,1375000,2013,102000,Diesel,Automatic,White,Second,Individual,1995.0,5.0,57.0
Hyundai,1700000,2022,9000,Diesel,Manual,Black,First,Individual,1493.0,5.0,50.0
Mahindra,500000,2013,135000,Diesel,Manual,Black,First,Individual,2179.0,7.0,70.0
Mercedes-Benz,6800000,2020,14500,Diesel,Automatic,Silver,First,Individual,1950.0,5.0,66.0
Maruti Suzuki,715000,2019,31552,Petrol,Automatic,Brown,First,Individual,1197.0,5.0,37.0
Maruti Suzuki,380000,2016,70000,Petrol,Automatic,Grey,First,Individual,998.0,5.0,35.0
Honda,375000,2016,35134,Petrol,Manual,Silver,First,Individual,1198.0,5.0,35.0
Land Rover,7200000,2016,45000,Diesel,Automatic,White,Third,Individual,2993.0,5.0,77.0
Mercedes-Benz,8190000,2020,18000,Diesel,Automatic,Bronze,First,Individual,1950.0,5.0,93.0
Maruti Suzuki,695000,2018,8000,Petrol,Automatic,Blue,First,Individual,1197.0,5.0,37.0
Hyundai,875000,2016,62125,Diesel,Manual,White,First,Individual,1582.0,5.0,60.0
Land Rover,3500000,2016,78000,Diesel,Automatic,Red,First,Individual,1999.0,7.0,65.0
Hyundai,685000,2018,64300,Petrol,Manual,Brown,First,Individual,1197.0,5.0,40.0
Tata,1875000,2021,28000,Diesel,Manual,White,First,Individual,1956.0,7.0,50.0
Skoda,1685000,2017,28600,Petrol,Automatic,Grey,First,Individual,1798.0,5.0,50.0
Audi,2550000,2015,69500,Diesel,Automatic,White,Second,Individual,1968.0,5.0,75.0
Hyundai,869999,2017,70000,Diesel,Manual,White,First,Individual,1582.0,5.0,60.0
Mahindra,875000,2018,24000,Diesel,Manual,White,First,Individual,2498.0,6.0,60.0
Audi,1390000,2012,69500,Diesel,Automatic,Blue,First,Individual,1968.0,5.0,64.0
Maruti Suzuki,825000,2019,25500,Diesel,Manual,Silver,First,Individual,1248.0,5.0,48.0
Maruti Suzuki,785000,2017,20000,Petrol,Automatic,Blue,First,Individual,1373.0,5.0,43.0
Mercedes-Benz,2145000,2016,55000,Diesel,Automatic,White,Second,Individual,2143.0,5.0,50.0
Maruti Suzuki,590000,2021,8640,CNG,Manual,White,First,Individual,1196.0,5.0,40.0
Hyundai,335000,2013,80500,Petrol,Manual,White,First,Individual,1692.5755432036383,5.0,52.00220966084276
Jaguar,2550000,2013,65000,Petrol,Automatic,White,Second,Individual,2995.0,5.0,83.0
Mercedes-Benz,6500000,2019,5750,Diesel,Automatic,White,First,Individual,1950.0,5.0,80.0
Volkswagen,490000,2015,50000,Petrol,Manual,White,First,Individual,1198.0,5.0,45.0
BMW,5950000,2017,28000,Diesel,Automatic,White,First,Individual,2993.0,4.0,78.0
Hyundai,250000,2011,75431,Petrol,Manual,Grey,First,Individual,1692.5755432036383,5.0,52.00220966084276
Renault,420000,2017,43000,Petrol,Manual,Grey,UnRegistered Car,Individual,999.0,5.0,28.0
Hyundai,2395000,2019,44876,Diesel,Automatic,White,First,Individual,1995.0,5.0,62.0
Hyundai,360000,2013,95610,Diesel,Manual,White,Second,Individual,1336.0,5.0,45.0
Nissan,325000,2013,51000,Diesel,Manual,Grey,First,Individual,1461.0,5.0,41.0
Land Rover,2300000,2013,110000,Diesel,Automatic,Red,Second,Individual,2179.0,5.0,57.0
Maruti Suzuki,642000,2014,53693,CNG,Manual,Others,First,Individual,1373.0,7.0,60.0
Hyundai,290000,2018,70000,Petrol,Manual,White,First,Individual,814.0,5.0,32.0
Hyundai,390000,2014,57000,Petrol,Manual,Grey,First,Individual,1197.0,5.0,43.0
Toyota,890000,2014,63000,Petrol,Automatic,Grey,First,Individual,1798.0,5.0,55.0
Honda,100000,2002,65494,Petrol,Manual,Beige,First,Individual,1692.5755432036383,5.0,52.00220966084276
Maruti Suzuki,440000,2016,53807,Petrol,Manual,White,First,Individual,1197.0,5.0,42.0
Maruti Suzuki,721000,2018,46000,Petrol,Manual,White,First,Individual,1373.0,5.0,43.0
Skoda,1515000,2018,67546,Petrol,Automatic,Others,Second,Individual,1798.0,5.0,50.0
Land Rover,7000000,2021,14500,Petrol,Automatic,White,First,Individual,1997.0,7.0,70.0
Honda,949000,2018,37100,Petrol,Manual,Grey,First,Individual,1497.0,5.0,40.0
Mercedes-Benz,5500000,2019,30000,Diesel,Automatic,White,First,Individual,1950.0,5.0,80.0
Renault,319000,2018,89059,Petrol,Manual,Others,First,Individual,799.0,5.0,28.0
Maruti Suzuki,459999,2013,77000,Diesel,Manual,White,Second,Individual,1248.0,7.0,45.0
Volvo,2100000,2018,42000,Diesel,Automatic,Red,First,Individual,1984.0,5.0,60.0
Maruti Suzuki,685000,2017,58146,Petrol,Manual,Red,First,Individual,1197.0,5.0,37.0
MINI,3900000,2020,13000,Petrol,Automatic,Black,First,Individual,1998.0,4.0,44.0
Toyota,300000,2013,75000,Diesel,Manual,Silver,Second,Individual,1364.0,5.0,45.0
Porsche,6350000,2016,20500,Diesel,Automatic,White,First,Corporate,1692.5755432036383,5.0,52.00220966084276
Mercedes-Benz,5400000,2018,50500,Diesel,Automatic,White,Third,Individual,2143.0,5.0,93.0
Mercedes-Benz,4100000,2022,3826,Diesel,Automatic,White,UnRegistered Car,Individual,1950.0,5.0,43.0
Mercedes-Benz,6875000,2019,53000,Diesel,Automatic,White,First,Individual,2987.0,7.0,100.0
Hyundai,1115000,2018,37000,Petrol,Manual,Black,Second,Individual,1591.0,5.0,55.0
Honda,761000,2017,38000,Petrol,Automatic,Grey,Second,Individual,1497.0,5.0,40.0
Maruti Suzuki,825000,2021,8499,Petrol,Manual,Yellow,First,Individual,1197.0,5.0,37.0
Hyundai,650000,2016,61181,Diesel,Manual,White,First,Individual,1396.0,5.0,45.0
Honda,565000,2017,45000,Petrol,Manual,Grey,First,Individual,1199.0,5.0,40.0
Mercedes-Benz,750000,2007,102000,Petrol,Automatic,Silver,First,Individual,3498.0,5.0,90.0
Hyundai,685000,2021,9232,Petrol,Automatic,Blue,First,Individual,1197.0,5.0,37.0
Maruti Suzuki,135000,2008,72542,Petrol,Manual,Pink,First,Individual,1061.0,5.0,35.0
Hyundai,609000,2018,42601,Petrol,Manual,Blue,First,Individual,1197.0,5.0,45.0
Mahindra,365000,2009,90000,Diesel,Manual,Green,Second,Individual,2179.0,8.0,60.0
Audi,5175000,2016,65000,Diesel,Automatic,Blue,First,Individual,2967.0,7.0,75.0
Toyota,2175000,2018,40000,Diesel,Automatic,Bronze,First,Individual,2755.0,7.0,55.0
Ssangyong,675000,2013,106223,Diesel,Automatic,White,Second,Individual,2696.0,7.0,78.0
BMW,1400000,2009,115000,Diesel,Automatic,Green,Second,Individual,2993.0,5.0,85.0
Honda,480000,2016,50000,Petrol,Manual,White,First,Individual,1198.0,5.0,35.0
BMW,5800000,2020,30000,Diesel,Automatic,Black,First,Individual,1995.0,5.0,65.0
Audi,6700000,2018,39850,Diesel,Automatic,Blue,First,Individual,2967.0,7.0,75.0
Hyundai,625000,2014,80000,Diesel,Automatic,White,First,Individual,1582.0,5.0,56.0
Isuzu,1791000,2017,96095,Diesel,Automatic,Silver,First,Individual,2999.0,7.0,65.0
Maruti Suzuki,422000,2018,12768,Petrol,Manual,White,First,Individual,1196.0,5.0,40.0
Audi,4200000,2021,12321,Petrol,Automatic,Black,UnRegistered Car,Individual,1984.0,5.0,54.0
Toyota,1295000,2018,65100,Petrol,Automatic,Beige,First,Corporate,1798.0,5.0,55.0
Hyundai,495000,2017,30000,Petrol,Manual,Orange,First,Individual,1197.0,5.0,43.0
Tata,585000,2019,12000,Petrol,Automatic,Silver,First,Individual,1199.0,5.0,35.0
Mercedes-Benz,3950000,2019,33000,Diesel,Automatic,White,First,Individual,1950.0,5.0,66.0
Mercedes-Benz,7475000,2021,13000,Diesel,Automatic,Black,First,Individual,1950.0,5.0,80.0
Skoda,425000,2013,57000,Petrol,Automatic,White,Second,Individual,1598.0,5.0,55.0
